,date,open,close
0,2001-07-13,19.982117446448264,20.07884979248047
1,2001-07-16,19.719551396782155,18.915292739868164
2,2001-07-17,18.779874039629142,19.69192123413086
3,2001-07-18,19.09771769393191,18.876615524291992
4,2001-07-19,20.00975364675625,19.6781005859375
5,2001-07-20,19.277351803252078,19.58136749267578
6,2001-07-23,19.691923627760502,18.987159729003906
7,2001-07-24,18.87661847050928,18.47587013244629
8,2001-07-25,18.40677251923031,18.14421272277832
9,2001-07-26,18.945713503279933,19.830123901367188
10,2001-07-27,20.037386816361657,20.288888931274414
11,2001-07-30,20.39392230192956,20.42432403564453
12,2001-07-31,20.838890831471478,20.42432403564453
13,2001-08-01,21.211996688088504,21.48837661743164
14,2001-08-02,22.027321947488616,21.902952194213867
15,2001-08-03,21.90294589469894,21.62656593322754
16,2001-08-06,21.15672370555236,21.23963737487793
17,2001-08-07,20.894166059002345,20.910747528076172
18,2001-08-08,20.822303734029948,20.673059463500977
19,2001-08-09,19.89920578789465,20.106489181518555
20,2001-08-10,20.065037110033902,20.14794921875
21,2001-08-13,20.59015323500455,20.631610870361328
22,2001-08-14,20.783631711884734,20.714536666870117
23,2001-08-15,20.38286085643939,19.904727935791016
24,2001-08-16,19.346449579255705,19.650466918945312
25,2001-08-17,19.34644816461651,18.95952033996582
26,2001-08-20,19.07008239663539,19.16681480407715
27,2001-08-21,19.152992599314732,18.683149337768555
28,2001-08-22,18.84621277133945,19.2635440826416
29,2001-08-23,19.376846870826437,19.36026382446289
30,2001-08-24,19.697452404560547,20.19493293762207
31,2001-08-27,20.313772681267256,20.64542579650879
32,2001-08-28,20.27232284657997,20.161771774291992
33,2001-08-29,20.25850128188431,19.457006454467773
34,2001-08-30,18.696963976440045,18.931884765625
35,2001-08-31,18.793692041543427,19.025848388671875
36,2001-09-04,18.959516725184187,18.517311096191406
37,2001-09-05,18.44545816052583,17.88164710998535
38,2001-09-06,17.6881823278985,17.052515029907227
39,2001-09-07,16.900503445338234,17.176881790161133
40,2001-09-10,17.091206216995722,17.160301208496094
41,2001-09-17,15.753535798398923,15.587708473205566
42,2001-09-18,15.54626039806754,15.676158905029297
